route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
125333,CXX,8,Alkmaar Station - Overdie - Alkmaar Station,,3,0000ff,ffffff,
125334,CXX,10,St. Pancras Kerkplein - Alkmaar Station,,3,0000ff,ffffff,
125335,CXX,14,Hoorn Station - Kersenboogerd - Hoorn Station,,3,0000ff,ffffff,
125336,CXX,28,Texel Veerhaven - De Koog Nikadel,,3,00ccff,000000,
125337,CXX,30,Den Helder NW Ziekenhuisgroep - Schagen Station,,3,ff0000,ffffff,
125338,CXX,31,Den Helder Station Zuid - Den Helder Station,,3,d1ea32,000000,
125339,CXX,32,Den Helder Station - Nieuw Den Helder - Station,,3,77216f,ffffff,
125340,CXX,33,Den Helder Station - Den Helder Veerhaven,,3,00ccff,000000,
125341,CXX,34,Den Helder Station - Station Zuid Oostzijde,,3,ff99ff,ffffff,
125342,CXX,37,Den Helder Station - Fort Kijkduin/Strand,,3,0000ff,ffffff,
125343,CXX,N50,Alkmaar Station - Den Oever Busstation,,3,ffcc00,000000,
125344,CXX,N60,Alkmaar Station - Heerhugowaard Centrumwaard,,3,d1ea32,000000,
125345,CXX,123,Alkmaar Station - De Rijp - Alkmaar Station,,3,00ccff,000000,
125346,CXX,128,Hoorn Station - Noordbeemster Oosthuizerweg,,3,ff99ff,ffffff,
125347,CXX,129,Alkmaar Station - Purmerend Tramplein,,3,c34141,ffffff,
125348,CXX,130,Julianadorp Dorperweerth - Schagen Station,,3,9b3214,ffffff,
125349,CXX,131,Hoorn Station - Andijk Hoekweg via Blokker,,3,c34141,ffffff,
125350,CXX,132,Hoorn Station - Andijk Hoekweg via Zwaag,,3,ffcc00,000000,
125351,CXX,133,Hoorn Station - Hoogwoud Raadhuisstraat,,3,d1ea32,000000,
125352,CXX,134,Hoorn Station - Wieringerwerf Badweg,,3,00ccff,000000,
125353,CXX,135,Hoorn Station - Den Helder Station via Den Oever,,3,ffff00,000000,
125354,CXX,136,Midwoud Oostwouder Dorpsstraat - Hoorn Station,,3,0000ff,ffffff,
125355,CXX,138,Andijk Middenweg - Bovenkarspel Station,,3,ff0000,ffffff,
125356,CXX,139,Hoorn Station - Medemblik Busstation,,3,9b3214,ffffff,
125357,CXX,140,Hoorn Station - Medemblik Busstation,,3,77216f,ffffff,
125358,CXX,141,Aartswoud Zuiderzeestraat - Abbekerk Busstation,,3,ff0000,ffffff,
125359,CXX,142,Abbekerk Busstation - Benningbroek Molenbuurt,,3,ff99ff,ffffff,
125360,CXX,143,Abbekerk Busstation - Twisk Noorderweg,,3,ffcc00,000000,
125361,CXX,151,Alkmaar Station - Petten,,3,c34141,ffffff,
125362,CXX,152,Schagen Station - Callantsoog Stuyvezandeweg,,3,ffcc00,000000,
125363,CXX,153,Nieuwe Niedorp Transferium - Schagen Muggenburg,,3,ff0000,ffffff,
125364,CXX,157,Alkmaar Station - Schagen Station,,3,0000ff,ffffff,
125365,CXX,158,Anna Paulowna Station - Den Oever Busstation,,3,d1ea32,000000,
125366,CXX,160,Alkmaar Station - Heerhugowaard Centrumwaard,,3,ffff00,000000,
125367,CXX,162,Alkmaar Station - Heerhugowaard Icaruslaan,,3,ff0000,ffffff,
125368,CXX,164,Castricum Station - Egmond aan Zee Busstation,,3,ff0000,ffffff,
125369,CXX,165,Alkmaar Station -  Egmond aan Zee Busstation,,3,9b3214,ffffff,
125370,CXX,166,Bergen Plein - Alkmaar Station,,3,d1ea32,000000,
125371,CXX,167,Castricum Station - Alkmaar Station,,3,ff99ff,ffffff,
125372,CXX,169,Alkmaar Station - Oudkarspel Haagwinde,,3,d1ea32,000000,
125373,CXX,251,Alkmaar Station - Petten [Sneldienst],,3,ffcc00,000000,
125374,CXX,260,Alkmaar Station - Heerhugowaard Stadshart,,3,d1ea32,000000,
125375,CXX,269,Alkmaar Station - Oudkarspel [Sneldienst],,3,77216f,ffffff,
125376,CXX,406,Buurtbus Schagen Station - Waarland,,3,afb4b9,000000,
125377,CXX,407,Buurtbus Heerhugowaard - Langedijk,,3,afb4b9,000000,
125378,CXX,408,Buurtbus Heiloo 't Loo - Egmond aan Zee Busstation,,3,afb4b9,000000,
125379,CXX,409,Buurtbus Obdam - Heerhugowaard,,3,afb4b9,000000,
125380,CXX,410,Buurtbus Egmond aan Zee - Schoorl,,3,afb4b9,000000,
125381,CXX,411,Buurtbus Tuitjenhorn - Schagen Station,,3,afb4b9,000000,
125382,CXX,412,Buurtbus Hoorn Station - Bovenkarspel,,3,afb4b9,000000,
125383,CXX,415,Buurtbus Medemblik - Hoorn Station,,3,afb4b9,000000,
125384,CXX,416,Buurtbus Kreileroord - Schagen Station,,3,afb4b9,000000,
125385,CXX,438,Buurtbus Enkhuizen - Andijk,,3,afb4b9,000000,
125386,CXX,606,Alkmaar Station - Bergen Europese School,,3,ff0000,ffffff,
125387,CXX,612,Hoogkarspel - Venhuizen - Hoogkarspel,,3,ff99ff,ffffff,
125388,CXX,617,Hoogwoud - Obdam Station,,3,ffcc00,000000,
125389,CXX,650,Lelystad - Enkhuizen - Wervershoof,,3,ffff00,000000,
125390,CXX,TXL,Texelhopper,,3,,,
125391,CXX,FLX,Overal Flex Castricum,,3,,,
125392,CXX,FLX,Overal Flex Heiloo,,3,,,
126188,CXX,341,Hoofddorp Spaarne Gasthuis - Schiphol Airport,,3,d1ea32,000000,
126865,CXX,9,Alkmaar Station - Kooimeer - Alkmaar Station,,3,ff0000,ffffff,
126866,CXX,239,van Hoorn Station naar Medemblik Busstation,,3,77216f,ffffff,
126867,CXX,417,Buurtbus Schagen Station - Obdam Station,,3,afb4b9,000000,
126868,CXX,851,Petten - Den Helder Station,,3,afb4b9,000000,
126869,CXX,868,Castricum Station - Bakkum - Castricum aan Zee,,3,afb4b9,000000,
127518,CXX,84,Haarlem Station - Zandvoort Station,,3,ffcc00,000000,
122525,DOEKSEN,HV,Harlingen - Vlieland,,4,,,
122526,DOEKSEN,TV,Terschelling - Vlieland,,4,,,
122527,DOEKSEN,HT,Harlingen - Terschelling,,4,,,
125685,EBS,1,Station - Frankrijk,,3,,,
125686,EBS,11,Station via Hagenbroek - Station,,3,,,
125687,EBS,30,Hoogeveen - Hardenberg,,3,,,
125688,EBS,40,Meppel - Zwolle,,3,,,
125689,EBS,70,Zwartsluis - Oldemarkt,,3,,,
125690,EBS,71,Emmeloord - Zwolle,,3,,,
125691,EBS,74,Hasselt - Kampen Zuid,,3,,,
125692,EBS,76,Marknesse - Oldemarkt,,3,,,
125693,EBS,77,Lemmer - Emmeloord,,3,,,
125694,EBS,101,Harderwijk - Amersfoort,,3,,,
125695,EBS,102,Amersfoort - Apeldoorn,,3,,,
125696,EBS,104,Harderwijk - Barneveld,,3,,,
125697,EBS,111,Nunspeet - Harderwijk,,3,,,
125698,EBS,112,Nunspeet - Apeldoorn,,3,,,
125699,EBS,114,Harderwijk - Barneveld,,3,,,
125700,EBS,129,Dedemsvaart - Coevorden,,3,,,
125701,EBS,141,Kampen - Urk,,3,,,
125702,EBS,142,Harderwijk - Amersfoort Vathorst,,3,,,
125703,EBS,143,Lelystad - Kampen,,3,,,
125704,EBS,144,Harderwijk - Zeewolde,,3,,,
125705,EBS,146,Kuinre - Dronten,,3,,,
125706,EBS,147,Dronten - Harderwijk,,3,,,
125707,EBS,150,Zeewolde - Almere Stad,,3,,,
125708,EBS,160,Bathmen - Deventer,,3,,,
125709,EBS,161,Deventer - Hasselt,,3,,,
125710,EBS,165,Deventer - Raalte,,3,,,
125711,EBS,166,Raalte - Zwolle Hessenpoort,,3,,,
125712,EBS,167,Lemelerveld - Zwolle Hessenpoort,,3,,,
125713,EBS,170,'t Harde - Twello,,3,,,
125714,EBS,171,Blokzijl - Zwolle,,3,,,
125715,EBS,174,Zwolle - Genemuiden,,3,,,
125716,EBS,199,Elburg - Zwolle,,3,,,
125717,EBS,201,Apeldoorn - Zwolle,,3,,,
125718,EBS,206,Harderwijk - Apeldoorn,,3,,,
125719,EBS,207,Harderwijk - Lelystad,,3,,,
125720,EBS,210,Apeldoorn via Epe en Heerde - Zwolle,,3,,,
125721,EBS,214,Steenwijk - Lelystad,,3,,,
125722,EBS,215,Urk via Nagele - Kampen Zuid,,3,,,
125723,EBS,216,Harderwijk - Almere Stad,,3,,,
125724,EBS,217,Dedemsvaart - Zwolle,,3,,,
125725,EBS,218,Urk - Lelystad,,3,,,
125726,EBS,301,Dedemsvaart - Zwolle,,3,,,
125727,EBS,304,Apeldoorn - Zwolle,,3,,,
125728,EBS,305,Zwolle - Nunspeet,,3,,,
125729,EBS,1,Station - Mandala - Apenheul - Station,,3,,,
125730,EBS,2,Station - Zuidbroek,,3,,,
125731,EBS,3,Station - De Maten,,3,,,
125732,EBS,4,Station - De Maten,,3,,,
125733,EBS,8,Station - Zuidbroek,,3,,,
125734,EBS,10,Station via Malkenschoten - Station,,3,,,
125735,EBS,11,Station - Gelre Ziekenhuis,,3,,,
125736,EBS,12,Station - Mandala - Orden - Station,,3,,,
125737,EBS,13,Station - J. Fruytierschool,,3,,,
125738,EBS,14,Station - J. Fruytierschool,,3,,,
125739,EBS,15,Twello - Apeldoorn,,3,,,
125740,EBS,16,Station - Woudhuis,,3,,,
125741,EBS,17,Kerschoten - Stadhoudersmolen,,3,,,
125742,EBS,21,Apenheul - Station,,3,,,
125743,EBS,501,Garderen - Horst,,3,,,
125744,EBS,502,Vorchten - Wezep,,3,,,
125745,EBS,503,Eerbeek - Brummen,,3,,,
125746,EBS,504,Eerbeek - Zutphen,,3,,,
125747,EBS,506,Twello - Apeldoorn,,3,,,
125748,EBS,507,Twello - Voorst,,3,,,
125749,EBS,508,Twello - Apeldoorn,,3,,,
125750,EBS,509,Barneveld - Nijkerk,,3,,,
125751,EBS,510,Loenen - Apeldoorn,,3,,,
125752,EBS,512,Station - Berg en Bos,,3,,,
125753,EBS,513,Harderwijk - Ermelo,,3,,,
125754,EBS,514,'t Harde - Wezep,,3,,,
125755,EBS,515,Leuvenheim - Zutphen,,3,,,
125756,EBS,516,Olst - Raalte,,3,,,
125757,EBS,517,Deventer - Heeten,,3,,,
125758,EBS,518,Lemelerveld - Raalte,,3,,,
125759,EBS,519,Station - Gelre Ziekenhuis,,3,,,
125760,EBS,510,Station Kampen Zuid - Station Kampen Zuid,,3,,,
125761,EBS,521,De Gilden - Golfresidentie,,3,,,
125762,EBS,522,De Gilden - Golfresidentie,,3,,,
125763,EBS,523,Zwolle - Heino,,3,,,
125764,EBS,526,Wilsum - Hattem,,3,,,
125765,EBS,563,Wijhe - Raalte,,3,,,
125766,EBS,568,Dalfsen - Ommen,,3,,,
125767,EBS,569,Lemelerveld - Ommen,,3,,,
125768,EBS,590,Nieuw-Heeten - Deventer,,3,,,
125769,EBS,591,Nieuwleusen - Dalfsen,,3,,,
125770,EBS,592,IJhorst - Meppel,,3,,,
125771,EBS,597,Hardenberg - Beerzerveld,,3,,,
125772,EBS,598,Bruinehaar - Hardenberg,,3,,,
125773,EBS,599,Hardenberg - De Krim,,3,,,
125774,EBS,601,Apeldoorn - Zwolle Deltion Campus,,3,,,
125775,EBS,602,Epe - Zwolle Deltion Campus,,3,,,
125776,EBS,604,Eerbeek - Zutphen,,3,,,
125777,EBS,612,Lelystad-Haven - H. Bekiusschool-De Rede,,3,,,
125778,EBS,619,Apeldoorn De Maten - Eerbeek,,3,,,
125779,EBS,620,Harderwijk - Amersfoort Guido de Bres,,3,,,
125780,EBS,625,Zeewolde - Amersfoort Guido de Bres,,3,,,
125781,EBS,629,Dedemsvaart - Hardenberg,,3,,,
125782,EBS,640,Staphorst - Zwolle,,3,,,
125783,EBS,641,Urk - Zwolle Campus,,3,,,
125784,EBS,646,Station - Aeres Hogeschool,,3,,,
125785,EBS,650,Wekerom - Apeldoorn SG J. Fruytier,,3,,,
125786,EBS,651,Ede - Apeldoorn SG J. Fruytier,,3,,,
125787,EBS,652,Wekerom - Apeldoorn SG J. Fruytier,,3,,,
125788,EBS,653,Renkum - Apeldoorn SG J. Fruytier,,3,,,
125789,EBS,654,Ermelo - Apeldoorn SG J. Fruytier,,3,,,
125790,EBS,657,Barneveld - Apeldoorn SG J. Fruytier,,3,,,
125791,EBS,658,Nunspeet - Apeldoorn SG J. Fruytier,,3,,,
125792,EBS,659,Lunteren - Apeldoorn SG J. Fruytier,,3,,,
125793,EBS,660,Deventer - Holten Scholengem.,,3,,,
125794,EBS,663,Lelystad - Kampen GSG Pieter Zandt,,3,,,
125795,EBS,664,Lemelerveld - Zwolle Rieteweg,,3,,,
125796,EBS,668,Zwolle - Herfte,,3,,,
125797,EBS,669,Balkbrug - Guido de Bresschool,,3,,,
125798,EBS,673,Hoogeveen - Kampen GSG Pieter Zandt,,3,,,
125799,EBS,674,Putten - Hoornbeeck/Van Lodenstein,,3,,,
125800,EBS,675,Kuinre - Emmeloord Begraafplaats,,3,,,
125801,EBS,676,Elspeet - Hoornbeeck/Van Lodenstein,,3,,,
125802,EBS,679,Vollenhove - Meppel,,3,,,
125803,EBS,681,Urk - Kampen GSG Pieter Zandt,,3,,,
125804,EBS,685,Nunspeet - Kampen SG Pieter Zandt,,3,,,
125805,EBS,686,Elburg - Kampen SG Pieter Zandt,,3,,,
125806,EBS,687,Nijkerk - Barneveld,,3,,,
125807,EBS,1,Stadshagen - Station,,3,,,
125808,EBS,2,Holtenbroek - Station,,3,,,
125809,EBS,3,Hessenpoort - Station,,3,,,
125810,EBS,4,Aa-landen - Station,,3,,,
125811,EBS,5,Westerholte - Station,,3,,,
125812,EBS,6,Station - Ittersumerbroek,,3,,,
125813,EBS,7,Station - Stadion,,3,,,
125814,EBS,8,Station - Ittersumerbroek,,3,,,
125815,EBS,9,Station - Deltion Campus,,3,,,
125816,EBS,10,Station - Holtenbroek,,3,,,
125817,EBS,11,Stadshagen - Oosterenk - Station,,3,,,
125818,EBS,12,Station - Zwartewaterallee,,3,,,
125819,EBS,13,Station - Aa-landen,,3,,,
125820,EBS,1,De Vijfhoek - Station,,3,,,
125821,EBS,2,Platvoet - Station,,3,,,
125822,EBS,3,Platvoet - Station,,3,,,
125823,EBS,4,Schalkhaar - Station,,3,,,
125824,EBS,5,De Vijfhoek - Station,,3,,,
125825,EBS,6,Colmschate Zuid - Station,,3,,,
125826,EBS,7,Station via Kloosterlanden - Station,,3,,,
125827,EBS,8,Station - Bedrijvenpark A1,,3,,,
125828,EBS,1,Station Centrum - Lelystad-Haven,,3,,,
125829,EBS,2,Station Centrum - Kustwijk,,3,,,
125830,EBS,3,Station Centrum - Batavia Stad,,3,,,
125831,EBS,4,Station Centrum - Lelycentre,,3,,,
125832,EBS,5,Station Centrum via Atolwijk - Station Centrum,,3,,,
125833,EBS,6,Station Centrum - Duinbeek,,3,,,
125834,EBS,7,Station Centrum - Airport/Aviodrome,,3,,,
125835,EBS,8,Station Centrum - Hollandse Hout,,3,,,
125836,EBS,9,Station Centrum via Parkhaven - Station Centrum,,3,,,
125837,EBS,10,Station Centrum - Buitenhof,,3,,,
125838,EBS,11,Station Centrum - Lelystad-Haven,,3,,,
125839,EBS,16,Station Centrum - Duinbeek,,3,,,
125860,EBS,247,Harderwijk - Walibi Holland,,3,,,
125861,EBS,861,Deventer - Wijhe,,3,,,
125862,EBS,862,Wijhe - Zwolle,,3,,,
91896,GVB,1,Lijn 1,,0,,,
91897,GVB,2,Lijn 2,,0,,,
91898,GVB,3,Lijn 3,,0,,,
91899,GVB,4,Lijn 4,,0,,,
91900,GVB,5,Lijn 5,,0,,,
91901,GVB,7,Lijn 7,,0,,,
91902,GVB,12,Lijn 12,,0,,,
91903,GVB,13,Lijn 13,,0,,,
91904,GVB,14,Lijn 14,,0,,,
91905,GVB,15,Lijn 15,,3,,,
91906,GVB,17,Lijn 17,,0,,,
91907,GVB,18,Lijn 18,,3,,,
91908,GVB,19,Lijn 19,,0,,,
91909,GVB,21,Lijn 21,,3,,,
91910,GVB,22,Lijn 22,,3,,,
91911,GVB,24,Lijn 24,,0,,,
91912,GVB,25,Lijn 25,,0,,,
91913,GVB,26,Lijn 26,,0,,,
91914,GVB,27,Lijn 27,,0,,,
91915,GVB,34,Lijn 34,,3,,,
91916,GVB,35,Lijn 35,,3,,,
91917,GVB,36,Lijn 36,,3,,,
91918,GVB,37,Lijn 37,,3,,,
91919,GVB,38,Lijn 38,,3,,,
91920,GVB,40,Lijn 40,,3,,,
91921,GVB,41,Lijn 41,,3,,,
91922,GVB,43,Lijn 43,,3,,,
91923,GVB,44,Lijn 44,,3,,,
91924,GVB,47,Lijn 47,,3,,,
91925,GVB,48,Lijn 48,,3,,,
91926,GVB,49,Lijn 49,,3,,,
91927,GVB,50,Lijn 50,,1,187a36,ffffff,
91928,GVB,51,Lijn 51,,1,FF6600,000000,
91929,GVB,52,Lijn 52,,1,00adef,000000,
91930,GVB,53,Lijn 53,,1,d81118,ffffff,
91931,GVB,54,Lijn 54,,1,fff200,000000,
91932,GVB,61,Lijn 61,,3,,,
91933,GVB,62,Lijn 62,,3,,,
91934,GVB,63,Lijn 63,,3,,,
91935,GVB,65,Lijn 65,,3,,,
91936,GVB,66,Lijn 66,,3,,,
91937,GVB,68,Lijn 68,,3,,,
91938,GVB,231,Lijn 231,,3,,,
91940,GVB,233,Lijn 233,,3,,,
91941,GVB,245,Lijn 245,,3,,,
91942,GVB,246,Lijn 246,,3,,,
91943,GVB,247,Lijn 247,,3,,,
91944,GVB,267,Lijn 267,,3,,,
91945,GVB,N81,Lijn 281,,3,,,
91946,GVB,N82,Lijn 282,,3,,,
91947,GVB,N83,Lijn 283,,3,,,
91948,GVB,N84,Lijn 284,,3,,,
91949,GVB,N85,Lijn 285,,3,,,
91950,GVB,N86,Lijn 286,,3,,,
91951,GVB,N87,Lijn 287,,3,,,
91952,GVB,N88,Lijn 288,,3,,,
91953,GVB,N89,Lijn 289,,3,,,
91954,GVB,N91,Lijn 291,,3,,,
91955,GVB,N93,Lijn 293,,3,,,
91956,GVB,369,Lijn 369,,3,,,
91957,GVB,461,Lijn 461,,3,000000,ffffff,
91958,GVB,463,Lijn 463,,3,c7332c,ffffff,
91959,GVB,464,Lijn 464,,3,8ebd77,000000,
91960,GVB,F6,Lijn 900,,4,,,
91961,GVB,F3,Lijn 901,,4,,,
91962,GVB,F2,Lijn 902,,4,,,
91963,GVB,F7,Lijn 903,,4,,,
91965,GVB,F4,Lijn 906,,4,,,
91967,GVB,F20,Lijn 909,,4,,,
91968,GVB,F21,Lijn 910,,4,,,
91969,GVB,F22,Lijn 911,,4,,,
91970,GVB,F1,Lijn 915,,4,,,
93602,GVB,F9,Lijn 908,,4,,,
113587,GVB,360,Lijn 360,,3,,,
123123,HERMES,255,Budel - Soerendonk - Maarheeze,,3,,,
123124,HERMES,256,Maarheeze station - Valkenswaard,,3,,,
123125,HERMES,257,Geldrop - Heeze - Valkenswaard,,3,,,
123126,HERMES,258,Weert - Maarheeze - Heeze,,3,,,
123127,HERMES,259,Nuenen - Beek en Donk,,3,,,
123128,HERMES,260,Geldrop - Son en Breugel - Best,,3,,,
123129,HERMES,261,Beek en Donk - Mariahout - Helmond,,3,,,
123130,HERMES,262,Helenaveen - Deurne,,3,,,
123131,HERMES,266,Deurne - Someren - Geldrop,,3,,,
123132,HERMES,268,Deurne - Bakel - Elsendorp,,3,,,
123133,HERMES,271,Aalst - Waalre - Veldhoven,,3,,,
123134,HERMES,272,Eersel - Weebosch - Lommel,,3,,,
123135,HERMES,276,Valkenswaard - Achel,,3,,,
123136,HERMES,277,Veldhoven - Valkenswaard,,3,,,
123137,HERMES,291,Middelbeers - Hoogeloon - Hapert - Bladel,,3,,,
123138,HERMES,292,Veldhoven - Hoogeloon,,3,,,
123139,HERMES,294,Veldhoven - Eersel - Vessem,,3,,,
104312,HTM,11,Scheveningen Haven - Rijswijkseplein,,0,,,
104314,HTM,15,Nootdorp - Kalvermarkt,,0,,,
104315,HTM,16,Wateringen - CS,,0,,,
104317,HTM,19,Delft Noord - Leidschendam leidsenhage,,0,,,
104318,HTM,2,Kraaijenstein - Leidschendam Leidsenhage,,0,,,
104319,HTM,3,Lijn 3,,0,be1fa1,ffffff,
104321,HTM,4,Lijn 4,,0,ef7100,000000,
104325,HTM,9,Vrederust -Scheveningen Noorderstrand,,0,,,
104326,HTM,20,Lijn 20: Centraal Station - Duinzigt,,3,,,
104327,HTM,21,Lijn 21: Vrederust - Scheveningen Noorderstrand,,3,,,
104328,HTM,22,Lijn 22: Duindorp - Rijswijk De Schilp,,3,,,
104329,HTM,23,Lijn 23: Scheveningen Noorderstrand - Kijkduin,,3,,,
104330,HTM,24,Lijn 24: Kijkduin - Station Mariahoeve,,3,,,
104331,HTM,25,Lijn 25: Vrederust - Grote Markt,,3,,,
104332,HTM,26,Lijn 26: Kijkduin - Voorburg Station,,3,,,
104333,HTM,28,Lijn 28: Zuiderstrand - Voorburg Station,,3,,,
104334,HTM,29,Lijn 29: Station Rijswijk - Oude Waalsdorperweg,,3,,,
104335,HTM,N1,Nachtlijn 1: CS - Mariahoeve - Scheveningen,,3,,,
104336,HTM,N2,Nachtlijn 2: CS - Leidschendam - Wassenaar,,3,,,
104337,HTM,N3,Nachtlijn 3: Kijkduin - Loosduinen,,3,,,
104338,HTM,N4,Nachtlijn 4: Wateringen - Rijswijk,,3,,,
104339,HTM,N5,Nachtlijn 5: Ypenburg - Delft,,3,,,
104340,HTM,N6,Nachtlijn 6: Leidschenveen - Zoetermeer,,3,,,
106620,HTM,1,Scheveningen Noord - Delft Tanthof,,0,,,
106621,HTM,12,Den Haag Duindorp - Station Den Haag HS,,0,,,
106622,HTM,6,Den Haag Leyenburg - Leidschendam Noord,,0,,,
109473,HTM,34,Lijn 34,,0,,,
109474,HTM,2,Kraaijenstein - Station Den Haag Centraal,,0,,,
120221,HTM,10,Scheveningen - Vrederust,,0,,,
120222,HTM,17,Statenkwartier - Wateringen,,0,,,
126871,HTM,50,Delft Tanthof - 's Gravenmade,,3,,,
127491,HTM,1,Scheveningen Noord - Delft Tanthof,,0,,,
127492,HTM,10,Scheveningen - Vrederust,,0,,,
127493,HTM,12,Den Haag Duindorp - Station Den Haag HS,,0,,,
127494,HTM,6,Den Haag Leyenburg - Leidschendam Noord,,0,,,
127495,HTM,1K,Pendel LILF lijn 1 pendel,,0,,,
127496,HTM,3,Lijn 3K,,0,be1fa1,ffffff,
86478,IFF:ARRIVA,Sneltrein RE30,Apeldoorn <-> Winterswijk S30400,,2,,,
86479,IFF:ARRIVA,Sneltrein RE1,Groningen <-> Leeuwarden S37300,,2,,,
86480,IFF:ARRIVA,Sneltrein RE6,Winschoten <-> Groningen S37900,,2,,,
86482,IFF:ARRIVA,Stoptrein RS30,Apeldoorn <-> Zutphen ST17800,,2,,,
86485,IFF:ARRIVA,Stoptrein RS31,Zutphen <-> Winterswijk ST30800,,2,,,
86486,IFF:ARRIVA,Stoptrein RS32,Arnhem Centraal <-> Winterswijk ST30900,,2,,,
86487,IFF:ARRIVA,Stoptrein RS33,Tiel <-> Arnhem Centraal ST31100,,2,,,
86488,IFF:ARRIVA,Stoptrein RS18,Kerkrade Centrum <-> Maastricht Randwyck ST32000,,2,,,
86489,IFF:ARRIVA,Stoptrein RS11,Nijmegen <-> Roermond ST32200,,2,,,
86490,IFF:ARRIVA,Stoptrein RS11,Nijmegen <-> Venray ST32300,,2,,,
86491,IFF:ARRIVA,Stoptrein RS12,Roermond <-> Maastricht Randwyck ST32400,,2,,,
86492,IFF:ARRIVA,Stoptrein RS15,Sittard <-> Heerlen ST32500,,2,,,
86497,IFF:ARRIVA,Stoptrein RS3,Leeuwarden <-> Stavoren ST37100,,2,,,
86499,IFF:ARRIVA,Stoptrein RS1,Groningen <-> Leeuwarden ST37400,,2,,,
86501,IFF:ARRIVA,Stoptrein RS4,Groningen <-> Roodeschool ST37600,,2,,,
86502,IFF:ARRIVA,Stoptrein RS5,Groningen <-> Delfzijl ST37700,,2,,,
86503,IFF:ARRIVA,Stoptrein RS7,Veendam <-> Groningen ST37800,,2,,,
93541,IFF:ARRIVA,Stoptrein RS6,Bad Nieuweschans <-> Groningen ST37500,,2,,,
119424,IFF:ARRIVA,Stoptrein RS18,Heerlen <-> Maastricht Randwyck ST35000,,2,,,
119684,IFF:ARRIVA,Stoptrein RS2,Leeuwarden <-> Harlingen Haven ST37200,,2,,,
120375,IFF:ARRIVA,Stoptrein RS2,Leeuwarden <-> Sneek ST37000,,2,,,
124356,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Aachen Hbf <-> Heerlen,,3,,,
124361,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Heerlen <-> Herzogenrath,,3,,,
124365,IFF:ARRIVA,Nachttrein,Fietsen niet toegestaan Maastricht <-> Schiphol Airport,,2,,,
124366,IFF:ARRIVA,Sneltrein RE18,Liège-Guillemins <-> Maastricht S16900,,2,,,
124367,IFF:ARRIVA,Sneltrein RE18,Liège-Guillemins <-> Aachen Hbf S18900,,2,,,
124368,IFF:ARRIVA,Sneltrein RE3,Leeuwarden <-> Sneek S38000,,2,,,
124370,IFF:ARRIVA,Stoptrein RS32,Arnhem Centraal <-> Terborg ST36900,,2,,,
126209,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Bad Nieuweschans <-> Groningen,,3,,,
126210,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Groningen <-> Veendam,,3,,,
126211,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Groningen <-> Winschoten,,3,,,
126356,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Groningen <-> Winschoten,,3,,,
126359,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Groningen <-> Veendam,,3,,,
126617,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Bad Nieuweschans <-> Leer (Ostfriesl),,3,,,
126618,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Groningen <-> Leer (Ostfriesl),,3,,,
127121,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Delfzijl <-> Groningen,,3,,,
127472,IFF:ARRIVA,Stopbus ipv trein,Stopbus ipv trein Groningen <-> Zuidhorn,,3,,,
127473,IFF:ARRIVA,Snelbus ipv trein,Snelbus ipv trein Groningen <-> Zuidhorn,,3,,,
85013,IFF:BN,Intercity IC23,Zwolle <-> Enschede IC17900,,2,,,
85014,IFF:BN,Sneltrein RE20,Zwolle <-> Coevorden S13800,,2,,,
85015,IFF:BN,Sneltrein RE20,Zwolle <-> Emmen S3800,,2,,,
85016,IFF:BN,Sprinter RS23,Zwolle <-> Enschede SPR7900,,2,,,
85017,IFF:BN,Sprinter RS22,Zwolle <-> Kampen SPR8500,,2,,,
85018,IFF:BN,Stoptrein RS21,Almelo <-> Hardenberg ST31000,,2,,,
85019,IFF:BN,Stoptrein RS24,Zutphen <-> Oldenzaal ST31200,,2,,,
85020,IFF:BN,Stoptrein RS20,Zwolle <-> Emmen ST8000,,2,,,
126215,IFF:BN,Stopbus ipv trein,Stopbus ipv trein Goor <-> Hengelo,,3,,,
126216,IFF:BN,Stopbus ipv trein,Stopbus ipv trein Goor <-> Zutphen,,3,,,
126217,IFF:BN,Stopbus ipv trein,Stopbus ipv trein Hengelo <-> Zutphen,,3,,,
127122,IFF:BN,Stopbus ipv trein,Stopbus ipv trein Enschede <-> Hengelo,,3,,,
127474,IFF:BN,Snelbus ipv trein,Snelbus ipv trein Dalfsen <-> Zwolle,,3,,,
127475,IFF:BN,Sprinter RS23,Enschede <-> Zwolle SPR27900,,2,,,
118107,IFF:BRENG,Stoptrein RS32,Arnhem Centraal <-> Doetinchem ST30700,,2,,,
98655,IFF:DB,Stoptrein,Enschede <-> Dortmund Hbf ST20200,,2,,,
